mes,nom_usina,cod_razaorestricao,curtailment_mwh,generation_mwh,pct_curtailment,last_instante
2025-01,CONJ. RENASCENÇA,ENE,1279.937,4039.0915,0.31688735,1/26/2025 14:30
2025-01,CONJ. RENASCENÇA,NAN,0,17746.782,0,1/31/2025 23:30
2025-01,CONJ. RENASCENÇA,REL,572.539,2122.6735,0.269725419,1/31/2025 22:00
2025-01,CONJ. RENASCENÇA V,CNF,298.2815,1938.2055,0.153895704,1/31/2025 20:00
2025-01,CONJ. RENASCENÇA V,ENE,704.2585,1707.1395,0.412537171,1/26/2025 15:00
2025-01,CONJ. RENASCENÇA V,NAN,0,7314.9265,0,1/31/2025 23:30
2025-01,CONJ. RENASCENÇA V,REL,166.379,605.078,0.274971161,1/31/2025 16:00
2025-01,CONJ. RIACHÃO,ENE,2728.66,5341.2315,0.510867204,1/26/2025 14:00
2025-01,CONJ. RIACHÃO,NAN,0,19734.4885,0,1/31/2025 23:30
2025-01,CONJ. RIACHÃO,REL,763.247,1047.1465,0.72888273,1/27/2025 10:00
2025-01,CONJ. RIO DO VENTO,CNF,3853.638,15098.0715,0.255240413,1/31/2025 20:00
2025-01,CONJ. RIO DO VENTO,ENE,6618.8745,18938.3155,0.349496474,1/26/2025 16:30
2025-01,CONJ. RIO DO VENTO,NAN,0,92440.2045,0,1/31/2025 23:30
2025-01,CONJ. RIO DO VENTO,REL,2117.2215,5020.0565,0.421752524,1/31/2025 16:00
2025-01,CONJ. RIO DO VENTO EXPANSÃO,CNF,1865.8975,12500.901,0.149261041,1/31/2025 20:00
2025-01,CONJ. RIO DO VENTO EXPANSÃO,ENE,2974.2075,14366.5415,0.207023207,1/26/2025 16:30
2025-01,CONJ. RIO DO VENTO EXPANSÃO,NAN,0,91079.5525,0,1/31/2025 23:30
2025-01,CONJ. RIO DO VENTO EXPANSÃO,REL,890.179,3976.3555,0.223868062,1/31/2025 16:00
2025-01,CONJ. SANTA CLARA,CNF,867.359,4297.9075,0.201809602,1/31/2025 20:00
2025-01,CONJ. SANTA CLARA,ENE,2491.4055,4895.903,0.508875584,1/26/2025 14:30
2025-01,CONJ. SANTA CLARA,NAN,0,15810.1805,0,1/31/2025 23:30
2025-01,CONJ. SANTA CLARA,REL,548.141,1288.1215,0.425535169,1/31/2025 16:00
2025-01,CONJ. SANTA EUGÊNIA,CNF,0,96.509,0,1/27/2025 6:30
2025-01,CONJ. SANTA EUGÊNIA,ENE,995.0405,6523.5545,0.152530419,1/26/2025 16:30
2025-01,CONJ. SANTA EUGÊNIA,NAN,0,58427.5465,0,1/31/2025 23:30
2025-01,CONJ. SANTA EUGÊNIA,REL,8655.9725,13541.97,0.639195959,1/31/2025 22:30
2025-01,CONJ. SANTA ROSA MUNDO NOVO,ENE,1033.659,5015.282,0.20610187,1/26/2025 16:30
2025-01,CONJ. SANTA ROSA MUNDO NOVO,NAN,0,32370.4365,0,1/31/2025 23:30
2025-01,CONJ. SANTA ROSÁLIA,ENE,986.61,6067.7475,0.162599053,1/26/2025 15:00
2025-01,CONJ. SANTA ROSÁLIA,NAN,0,41140.2425,0,1/31/2025 23:30
2025-01,CONJ. SANTA ROSÁLIA,REL,4478.8655,5231.87,0.856073545,1/31/2025 22:30
2025-01,CONJ. SANTA VITÓRIA DO PALMAR,ENE,4787.9175,10010.5745,0.478285986,1/26/2025 14:00
2025-01,CONJ. SANTA VITÓRIA DO PALMAR,NAN,0,128531.668,0,1/31/2025 23:30
2025-01,CONJ. SANTO AGOSTINHO,CNF,1431.618,12494.397,0.1145808,1/31/2025 20:00
2025-01,CONJ. SANTO AGOSTINHO,ENE,1812.3075,8683.6485,0.208703461,1/26/2025 16:30
2025-01,CONJ. SANTO AGOSTINHO,NAN,0,42895.048,0,1/31/2025 23:30
2025-01,CONJ. SANTO AGOSTINHO,REL,361.224,2115.4465,0.170755441,1/31/2025 16:00
2025-01,CONJ. SANTO INÁCIO,CNF,0,42.2435,0,1/3/2025 9:00
